N_components,x_P,x_W,x_Ru,x_M1,x_M2,M1,M2,T,MR_i_Ar,MR_i_H2O,MR_i_N2,MR_i_O2,MR_i_Propylen,MR_Argon,MR_Acetaldehyd,MR_Aceton,MR_Acrolein,MR_Acrylsaeure,MR_Benzaldehyde,MR_BSA,MR_CO,MR_CO2,MR_Essigsaeure,MR_Ethylen,MR_Methan,MR_MSA,MR_O2,MR_Propan,MR_Propanal,MR_Propanol,MR_Propionseure,MR_Propylen,MR_PSA,MR_unbekannt_5,MR_unbekannt_10,MR_unbekannt_15,MR_unbekannt_20,MR_unbekannt_25,MR_unbekannt_30,MR_unbekannt_40
3,0.05,0.9,0.05,,,,,400,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.979109397,0,0,0,0,0,0,0,4.82771036,0,0,0.0100145407,0,25.33692137,0,0,0,0,0.001254836371,0,0,0,0,,0,0,0
3,0.025,0.95,0.025,,,,,200,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,4.042162119,0,0,0,0,0,0,0,0,0,0,0,0,39.02305858,0,0,0,0,1.588934269,0,0,0,0,,0,0,0
3,0.025,0.95,0.025,,,,,400,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.99330201,0,0,0,0,0,0,0,4.816189097,0,0.006370750931,0.003695938863,0,25.48752457,0.002977434494,0,0,0,0,0,0,0,0,,0,0,0
3,0.025,0.875,0.1,,,,,200,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,4.041007154,0,0,0,0,0,0,0,0,0,0,0,0,39.15905776,0,0,0,0,1.586103903,0,0,0,0,,0,0,0
3,0.025,0.875,0.1,,,,,400,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.996387087,0,0,0,0,0,0,0,4.853714872,0,0,0.00638049241,0,25.51546946,0,0,0,0,0,0,0,0,0,,0,0,0
3,0.025,0.8,0.175,,,,,200,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,4.028520215,0,0,0,0,0,0,0,0,0,0,0,0,38.92068785,0,0,0,0,1.585982454,0,0,0,0,,0,0,0
3,0.025,0.8,0.175,,,,,400,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.966077334,0,0,0,0,0,0,0,4.832371813,0,0,0.003244526927,0,25.16988562,0,0,0,0,0,0,0,0,0,,0,0,0
3,0.025,0.8,0.175,,,,,360,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.972025156,0,0,0,0,0,0,0,4.722844931,0,0.004767000613,0,0,25.37837941,0.004170068579,0,0,0,0.002828041218,0,0,0,0,,0,0,0
3,0.025,0.725,0.25,,,,,200,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,4.04610717,0,0,0,0,0,0,0,0,0,0,0,0,39.09208722,0,0,0,0,1.591924557,0,0,0,0,,0,0,0
3,0.025,0.725,0.25,,,,,350,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.994620105,0,0,0,0,0,0,0,4.865243733,0,0,0,0,25.38947682,0,0,0,0,0.001038079744,0,0,0,0,,0,0,0
3,0.025,0.65,0.325,,,,,200,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,4.018366344,0,0,0,0,0,0,0,0,0,0,0,0,38.93164825,0,0,0,0,1.569437805,0,0,0,0,,0,0,0
3,0.025,0.65,0.325,,,,,350,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.998814744,0,0,0,0,0,0,0,4.875582544,0,0,0.00300719424,0,25.318549,0,0,0,0,0,0,0,0,0,,0,0,0
3,0.1,0.875,0.025,,,,,200,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,4.012168278,0,0,0,0,0,0,0,0,0,0,0,0,38.79219871,0,0,0,0,1.572401072,0,0,0,0,,0,0,0
3,0.1,0.875,0.025,,,,,250,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,4.025677781,0,0,0,0,0,0,0,0,0,0,0,0,38.83149655,0,0,0,0,1.579931462,0,0,0,0,,0,0,0
3,0.1,0.875,0.025,,,,,400,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.966355758,0,0,0,0,0,0,0.07018039117,4.756680231,0,0,0.01556631911,0,25.36523315,0,0,0,0,0,0,0,0,0,,0,0,0
3,0.1,0.875,0.025,,,,,260,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.985309249,0.002960702412,0,0,0,0,0,0,0,0,0,0,0,38.27687217,0,0,0,0,1.568736212,0,0,0,0,,0,0,0
3,0.1,0.8,0.1,,,,,200,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,4.004703401,0,0,0,0,0,0,0,0,0,0,0,0,38.62930468,0,0,0,0,1.575911893,0,0,0,0,,0,0,0
3,0.1,0.8,0.1,,,,,250,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,4.01176005,0.009560864448,0,0,0,0,0,0,0,0,0,0,0,38.74431568,0,0,0,0,1.553540953,0,0,0,0,,0,0,0
3,0.1,0.8,0.1,,,,,400,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.979039503,0,0,0,0,0,0,0,4.842332799,0,0,0.01307046406,0,25.19887429,0,0,0,0,0,0,0,0,0,,0,0,0
3,0.1,0.725,0.175,,,,,200,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,4.042281196,0,0,0,0,0,0,0,0,0,0,0,0,39.11429061,0,0,0,0,1.580494054,0,0,0,0,,0,0,0
3,0.1,0.725,0.175,,,,,250,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.997958898,0.01030062857,0,0,0,0,0,0,0,0,0,0,0,38.52773767,0,0,0,0,1.546326382,0,0,0,0,,0,0,0
3,0.1,0.725,0.175,,,,,400,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.981896637,0,0,0,0,0,0,0,4.851950196,0,0,0.00775411763,0,25.42239007,0,0,0,0,0,0,0,0,0,,0,0,0
3,0.1,0.65,0.25,,,,,200,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,4.002593741,0,0,0,0,0,0,0,0,0,0,0,0,38.69960109,0,0,0,0,1.563141226,0,0,0,0,,0,0,0
3,0.1,0.65,0.25,,,,,250,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,4.001929043,0.01180392806,0,0,0,0,0,0,0,0,0,0,0,38.45890656,0,0,0,0,1.542879976,0,0,0,0,,0,0,0
3,0.1,0.65,0.25,,,,,400,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.986227564,0,0,0,0,0,0,0,4.863794969,0,0,0.005937790958,0,25.35806416,0,0,0,0,0,0,0,0,0,,0,0,0
3,0.1,0.575,0.325,,,,,200,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,4.022247152,0,0,0,0,0,0,0,0,0,0,0,0,38.80440202,0,0,0,0,1.573636142,0,0,0,0,,0,0,0
3,0.1,0.575,0.325,,,,,350,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.984901889,0,0,0,0,0,0,0.1381699767,4.680056473,0,0,0.008697597309,0,25.53646085,0.001536719963,0,0,0,0.001227754509,0,0,0,0,,0,0,0
3,0.1,0.575,0.325,,,,,400,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.973646129,0,0,0,0,0,0,0,4.83525314,0,0,0.004058878418,0,25.38186115,0,0,0,0,0,0,0,0,0,,0,0,0
3,0.1,0.575,0.325,,,,,360,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.958038479,0,0,0,0,0,0,0.4517511435,4.266422653,0,0.003686238632,0.007809331577,0,25.82814253,0.00316076666,0,0,0,0.001093167141,0,0,0,0,,0,0,0
3,0.175,0.8,0.025,,,,,250,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,4.014896421,0,0,0,0,0,0,0,0,0,0,0,0,38.84547742,0,0,0,0,1.5674376,0,0,0,0,,0,0,0
3,0.175,0.8,0.025,,,,,400,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,4.01460488,0,0,0,0,0,0,0.09804405476,2.594622089,0,0,0.007781329095,0,31.47765955,0,0,0,0,0.7167497908,0,0,0,0,,0,0,0
3,0.175,0.8,0.025,,,,,260,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.981745037,0,0,0,0,0,0,0,0,0,0,0,0,38.55384413,0,0,0,0,1.572090899,0,0,0,0,,0,0,0
3,0.175,0.725,0.1,,,,,200,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,4.036152091,0,0,0,0,0,0,0,0,0,0,0,0,39.24364828,0,0,0,0,1.591548231,0,0,0,0,,0,0,0
3,0.175,0.725,0.1,,,,,250,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,4.004395049,0.007689176901,0,0,0,0,0,0,0,0,0,0,0,38.52479205,0,0,0,0,1.564426247,0,0,0,0,,0,0,0
3,0.175,0.725,0.1,,,,,400,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.985102817,0,0,0,0,0,0,0.2257723787,4.601401415,0,0,0.02108594303,0,25.68477127,0,0,0,0,0,0,0,0,0,,0,0,0
3,0.175,0.725,0.1,,,,,260,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.97463631,0.006636992251,0,0,0,0,0,0,0,0,0,0,0,38.33008853,0,0,0,0,1.559675142,0,0,0,0,,0,0,0
3,0.175,0.65,0.175,,,,,200,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,4.003074426,0,0,0,0,0,0,0,0,0,0,0,0,38.77437578,0,0,0,0,1.567766357,0,0,0,0,,0,0,0
3,0.175,0.65,0.175,,,,,250,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.979856426,0.01168350365,0,0,0,0,0,0,0,0,0,0,0,38.45854915,0,0,0,0,1.536329048,0,0,0,0,,0,0,0
3,0.175,0.65,0.175,,,,,400,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.982738663,0,0,0,0,0,0,0,4.820664771,0,0,0.01340618619,0,25.40923107,0,0,0,0,0,0,0,0,0,,0,0,0
3,0.175,0.65,0.175,,,,,260,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.976008205,0.008401819971,0,0,0,0,0,0,0,0,0,0,0,38.15548674,0,0,0,0,1.549904496,0,0,0,0,,0,0,0
3,0.175,0.575,0.25,,,,,200,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,4.082331927,0,0,0,0,0,0,0,0,0,0,0,0,39.3580789,0,0,0,0,1.589999217,0,0,0,0,,0,0,0
3,0.175,0.575,0.25,,,,,400,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.974068824,0,0,0,0,0,0,0,4.842854014,0,0,0.009349897052,0,25.13406153,0,0,0,0,0,0,0,0,0,,0,0,0
3,0.175,0.575,0.25,,,,,260,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.982645531,0.009594695252,0,0,0,0,0,0,0,0,0,0,0,38.42215379,0,0,0,0,1.548992161,0,0,0,0,,0,0,0
3,0.2,0.5,0.3,,,,,200,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,4.00821424,0.003100555724,0,0,0,0,0,0,0,0,0,0,0,38.85770214,0,0,0,0,1.568974886,0,0,0,0,,0,0,0
3,0.2,0.5,0.3,,,,,350,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.983665498,0.004245240826,0,0,0,0,0,0.5275658789,3.995443075,0.08123635754,0.0105089846,0.01497028402,0.001494912392,26.45068498,0.003749828732,0,0,0,0,0,0,0,0,,0,0,0
3,0.2,0.5,0.3,,,,,400,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.974675036,0,0,0,0,0,0,0,4.846071588,0,0,0.008028158855,0,25.42347033,0,0,0,0,0,0,0,0,0,,0,0,0
3,0.25,0.725,0.025,,,,,200,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,4.068745656,0,0,0,0,0,0,0,0,0,0,0,0,39.39171177,0,0,0,0,1.596828506,0,0,0,0,,0,0,0
3,0.25,0.725,0.025,,,,,250,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,4.001655383,0,0,0,0,0,0,0,0,0,0,0,0,38.74906494,0,0.002865152111,0,0,1.563385193,0,0,0,0,,0,0,0
3,0.25,0.725,0.025,,,,,400,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.959462081,0.008672949336,0,0,0,0.001522234588,0,1.638988206,2.871835167,0.02457883392,0.03919066711,0.02128110097,0,27.37979442,0.005042830929,0,0,0,0,0,0,0,0,,0,0,0
3,0.25,0.725,0.025,,,,,260,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.99588381,0,0,0,0,0,0,0,0,0,0,0,0,38.64813766,0,0.003153085159,0,0,1.567683836,0,0,0,0,,0,0,0
3,0.25,0.65,0.1,,,,,200,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,4.020827152,0,0,0,0,0,0,0,0,0,0,0,0,38.7533821,0,0,0,0,1.578712785,0,0,0,0,,0,0,0
3,0.25,0.65,0.1,,,,,250,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.992102769,0.008071878503,0,0,0,0,0,0,0,0,0,0,0,38.50385928,0,0,0,0,1.54371852,0,0,0,0,,0,0,0
3,0.25,0.65,0.1,,,,,400,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.96216542,0,0,0,0,0,0,0.2539869586,4.532710671,0,0,0.0268316968,0,25.46408696,0,0,0,0,0,0,0,0,0,,0,0,0
3,0.25,0.65,0.1,,,,,260,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.975359963,0.006609105266,0,0,0,0,0,0,0,0,0,0,0,38.30985863,0,0,0,0,1.554154335,0,0,0,0,,0,0,0
3,0.25,0.575,0.175,,,,,200,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,4.032649459,0,0,0,0,0,0,0,0,0,0,0,0,39.03738501,0,0,0,0,1.582049785,0,0,0,0,,0,0,0
3,0.25,0.575,0.175,,,,,400,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.974408808,0,0,0,0,0,0,0,4.783634265,0,0,0.01945377942,0,25.3598085,0,0,0,0,0,0,0,0,0,,0,0,0
3,0.25,0.575,0.175,,,,,260,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.986376148,0.009852237243,0,0,0,0,0,0,0,0,0,0,0,38.21954942,0,0,0,0,1.542004713,0,0,0,0,,0,0,0
3,0.25,0.5,0.25,,,,,200,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,4.043725224,0.003314965266,0,0,0,0,0,0,0,0,0,0,0,39.07907738,0,0,0,0,1.575631962,0,0,0,0,,0,0,0
3,0.25,0.5,0.25,,,,,350,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.979667957,0.006181326637,0,0,0,0,0,1.021341216,3.174539341,0.1762527368,0.03670592159,0.02156792946,0.00346476002,27.40886851,0.004624598432,0,0,0,0.001246267957,0.001402121801,0,0,0,,0,0,0
3,0.25,0.5,0.25,,,,,400,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.964173851,0,0,0,0,0,0,0,4.817388267,0,0,0.01286026955,0,25.24246972,0,0,0,0,0,0,0,0,0,,0,0,0
3,0.325,0.65,0.025,,,,,200,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,4.014427858,0,0,0,0,0,0,0,0,0,0,0,0,38.76410455,0,0,0,0,1.580960275,0,0,0,0,,0,0,0
3,0.325,0.65,0.025,,,,,250,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,4.002595341,0,0,0,0,0,0,0,0,0,0,0,0,38.69836357,0,0.00248257876,0,0,1.576227962,0,0,0,0,,0,0,0
3,0.325,0.65,0.025,,,,,400,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.961847833,0.009435451357,0,0,0,0.001346396808,0,1.836498315,2.638419295,0.03072543061,0.05832444424,0.02423777792,0,27.68169729,0.005242558079,0,0,0,0.00115703956,0,0,0,0,,0,0,0
3,0.325,0.65,0.025,,,,,260,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.987572416,0,0,0,0,0,0,0,0,0,0,0,0,38.52244162,0,0.002790569915,0,0,1.56022389,0,0,0,0,,0,0,0
3,0.325,0.5,0.175,,,,,200,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,4.01002368,0.003386800368,0,0,0,0,0,0,0,0,0,0,0,38.77686883,0,0,0,0,1.564752363,0,0,0,0,,0,0,0
3,0.325,0.5,0.175,,,,,350,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.990883313,0.006266514755,0,0,0,0,0,1.007391911,2.238268276,0.178502897,0.04450241088,0.02217157373,0.001557196493,30.08537428,0.005760697607,0,0,0,0.3058268961,0.002060047962,0,0,0,,0,0,0
3,0.325,0.5,0.175,,,,,400,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.976705421,0,0,0,0,0,0,0,3.883005639,0,0,0.02145569468,0,27.93431263,0,0,0,0,0.3003331967,0,0,0,0,,0,0,0
3,0.325,0.425,0.25,,,,,200,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,4.030421463,0.004875235728,0,0,0,0,0,0,0,0,0,0,0,38.84234613,0,0,0,0,1.572055898,0,0,0,0,,0,0,0
3,0.325,0.425,0.25,,,,,350,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.972782038,0.004283199736,0,0,0,0,0,0.647754149,3.944833786,0.06066251582,0.006718266317,0.02342461861,0,26.41386173,0.003054400807,0,0,0,0.001707197499,0,0,0,0,,0,0,0
3,0.325,0.425,0.25,,,,,400,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.966085133,0,0,0,0,0,0,0,4.818545192,0,0,0.01796670969,0,25.36945103,0,0,0,0,0.001244121788,0,0,0,0,,0,0,0
3,0.4,0.575,0.025,,,,,200,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,4.027451669,0,0,0,0,0,0,0,0,0,0,0,0,39.07947696,0,0,0,0,1.587721449,0,0,0,0,,0,0,0
3,0.4,0.575,0.025,,,,,250,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,4.010790314,0,0,0,0,0,0,0,0,0,0,0,0,38.77583159,0,0,0,0,1.585517969,0,0,0,0,,0,0,0
3,0.4,0.575,0.025,,,,,260,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.981065927,0,0,0,0,0,0,0,0,0,0,0,0,38.320419,0,0,0,0,1.576883957,0,0,0,0,,0,0,0
3,0.4,0.5,0.1,,,,,200,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,4.016626653,0,0,0,0,0,0,0,0,0,0,0,0,38.78661082,0,0,0,0,1.57951463,0,0,0,0,,0,0,0
3,0.4,0.5,0.1,,,,,400,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.979358869,0,0,0,0,0,0,0.1726656764,3.510003443,0,0,0.03314354635,0,28.68462687,0,0,0,0,0.3643099265,0,0,0,0,,0,0,0
3,0.4,0.425,0.175,,,,,200,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,4.043057372,0.005676954827,0,0,0,0,0,0,0,0,0,0,0,39.19777332,0,0,0,0,1.57434297,0,0,0,0,,0,0,0
3,0.4,0.425,0.175,,,,,400,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.964363885,0,0,0,0,0,0,0,4.671514363,0,0,0.03394392864,0,25.63437136,0,0,0,0,0.04297672958,0,0,0,0,,0,0,0
3,0.4,0.35,0.25,,,,,350,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.971729087,0.003032605397,0,0,0,0,0,0.6619184652,3.915240325,0.05074377702,0.007635174065,0.02638508238,0,26.40928359,0.002598444372,0,0,0,0.001188169242,0.0009819854918,0,0,0,,0,0,0
3,0.4,0.35,0.25,,,,,400,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.946703798,0,0,0,0,0,0,0,4.780229403,0,0,0.0257295031,0,25.06045951,0,0,0,0,0,0,0,0,0,,0,0,0
3,0.4,0.3,0.3,,,,,350,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.963123372,0,0,0,0,0,0,0.09904895354,4.701169731,0,0,0.02244586435,0,25.33040655,0,0,0,0,0,0,0,0,0,,0,0,0
3,0.4,0.3,0.3,,,,,400,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.957828303,0,0,0,0,0,0,0,4.784028901,0,0,0.02049165632,0,25.28244376,0,0,0,0,0,0,0,0,0,,0,0,0
3,0.4,0.3,0.3,,,,,360,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.933023106,0.003301413038,0,0,0,0,0,1.213158125,3.099392089,0.0982481567,0.02156064195,0.02662658983,0.007893442176,26.96046419,0.003440922792,0,0,0,0,0.002038007051,0,0,0,,0,0,0
3,0.45,0.5,0.05,,,,,200,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,4.008173979,0,0,0,0,0,0,0,0,0,0,0,0,38.88375809,0,0,0,0,1.577466987,0,0,0,0,,0,0,0
3,0.45,0.5,0.05,,,,,250,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.999861173,0,0,0,0,0,0,0,0,0,0,0,0,38.67312454,0,0,0,0,1.567074764,0,0,0,0,,0,0,0
3,0.45,0.5,0.05,,,,,400,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.958058004,0.01152225859,0,0,0,0.003044899298,0,2.299095058,2.000168859,0.05855725904,0.08068069791,0.03819520214,0,28.39317404,0.004807475004,0,0,0,0,0,0,0,0,,0,0,0
3,0.45,0.5,0.05,,,,,260,4.015347551,4.015347551,104.3990363,20.07673775,1.565985545,3.981579669,0.003153535545,0,0,0,0,0,0,0,0,0,0,0,38.35344845,0,0,0,0,1.573689724,0,0,0,0,,0,0,0
